URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://fhir.org/guides/cdc/opioid-cds/ValueSet/conditions-likely-terminal-for-opioid-prescribing,2022.1.0,active,,CONDITIONS_LIKELY_TERMINAL_FOR_OPIOID_PRESCRIBING,Conditions likely terminal for opioid prescribing,"Conditions that generally are thought to have terminal prognosis",,"hl7.terminology,SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/extended-release-opioid-with-ambulatory-misuse-potential,2022.1.0,active,,EXTENDED_RELEASE_OPIOID_WITH_AMBULATORY_MISUSE_POTENTIAL,Extended release opioid with ambulatory misuse potential,"All opioid clinical drugs except those restricted to surgical use only, and that are in an extended release dose form code",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/fentanyl-type-medications,2022.1.0,active,,FENTANYL_TYPE_MEDICATIONS,Fentanyl-type medications,"Fentanyl and similar medications (sufentanil, alfentanil, remifentanil)",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/fentanyl-type-urine-drug-screening-tests,2022.1.0,active,,FENTANYL_TYPE_URINE_DRUG_SCREENING_TESTS,Fentanyl-type urine drug screening tests,"Urine tests for fentanyl-type drugs and metabolites",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/general-opiate-urine-drug-screening-tests,2022.1.0,active,,GENERAL_OPIATE_URINE_DRUG_SCREENING_TESTS,General opiate urine drug screening tests,"Presumed general urine tests for naturally occurring opioids (i.e. opiates) that are not specific to a particular substance based upon the inclusion of the word 'opiates' in the long name.",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/heroin-urine-drug-screening-tests,2022.1.0,active,,HEROIN_URINE_DRUG_SCREENING_TESTS,Heroin urine drug screening tests,"Presumed general urine tests for heroin and metabolites.",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/hospice-disposition,2022.1.0,active,,HOSPICE_DISPOSITION,Hospice Disposition,"This value set contains concepts that represent patients receiving hospice care outside of a hospital or long term care facility.",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/hospice-finding,2022.1.0,active,,HOSPICE_FINDING,Hospice Finding,"Finding codes for receiving hospice care",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/hospice-procedure,2022.1.0,active,,HOSPICE_PROCEDURE,Hospice Procedure,"Procedure codes for referral, admission, or transfer to a hospice",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/limited-life-expectancy-conditions,2022.1.0,active,,LIMITED_LIFE_EXPECTANCY_CONDITIONS,Limited life expectancy conditions,"A finding that documents a terminal prognosis",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/medicationrequest-category-community,0.0.1,active,,Valueset_medicationrequest_category_community,ValueSet - Medication Request Category Community,"Includes requests for medications to be administered or consumed by the patient in their home (this would include long term care or nursing homes, hospices, etc.).",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/medicationrequest-status-active,0.0.1,active,,Valueset_medicationrequest_status_active,ValueSet - Medication Request Status Active,"The prescription is 'actionable', but not all actions that are implied by it have occurred yet.",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/methadone-medications,2022.1.0,active,,METHADONE_MEDICATIONS,Methadone medications,"Medication codes representing methadone medications",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/methadone-urine-drug-screening-tests,2022.1.0,active,,METHADONE_URINE_DRUG_SCREENING_TESTS,Methadone urine drug screening tests,"Urine tests to identify methadone and metabolites",,"LOINC"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/naloxone-medications,2022.1.0,active,,NALOXONE_MEDICATIONS,Naloxone medications,"All naloxone medications",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/non-opioid-urine-drug-screening,2022.1.0,active,,NON_OPIOID_URINE_DRUG_SCREENING,Non-opioid drug urine screening,"Individual tests and panels of tests of urine for illicit drugs EXCEPT those for opioids.","ValueSet/all-urine-drug-screening-tests","LOINC"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/non-synthetic-opioid-medications,2022.1.0,active,,NON_SYNTHETIC_OPIOID_MEDICATIONS,Non-synthetic opioid medications,"Medications derived from the opium plant that are not synthetically created . All metabolize to morphine.",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/observation-category-laboratory,2022.1.0,active,,OBSERVATION_CATEGORY_LABORATORY,Observation Category Laboratory,"Laboratory Observation Category",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/observation-category-procedure,2022.1.0,active,,OBSERVATION_CATEGORY_PROCEDURE,Observation Category Procedure,"Procedure Observation Category",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/office-visit,0.2.0,active,,OFFICE_VISIT,Office Visit,"Codes specifying outpatient encounters",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/oncology-specialty-designations,2022.1.0,active,,ONCOLOGY_SPECIALTY_DESIGNATIONS,Oncology specialty designations (NUCC),"NUCC oncology provider types who may provide encounters to patients with cancer",,"Other"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/opiate-specific-urine-drug-screening-tests,2022.1.0,active,,OPIATE_SPECIFIC_URINE_DRUG_SCREENING_TESTS,Opiate specific urine drug screening tests,"Urine tests for naturally occurring opioids (i.e. opiates) that are specific to a particular naturally occurring opioid and therefore do not have the general word 'opiates' in the long name.",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/opioid-analgesics-with-ambulatory-misuse-potential,2022.1.0,active,,OPIOID_ANALGESICS_WITH_AMBULATORY_MISUSE_POTENTIAL,Opioid analgesics with ambulatory misuse potential,"All opioid clinical drugs except cough medications, antispasmodics, or those restricted to surgical use only as identified by those using an injectable form.",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/opioid-counseling-procedure,2022.1.0,active,,OPIOID_COUNSELING_PROCEDURE,Opioid counseling procedure,"Procedure for counseling on opioid use",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/opioid-misuse-assessment-procedure,2022.1.0,active,,OPIOID_MISUSE_ASSESSMENT_PROCEDURE,Opioid misuse assessment procedure,"Procedure to assess the risk of opioid abuse occurring by a patient",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/opioid-misuse-disorders,2022.1.0,active,,OPIOID_MISUSE_DISORDERS,Opioid misuse disorders,"Conditions indicating opioid misuse",,"hl7.terminology,SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/opioid-treatment-assessment-procedure,2022.1.0,active,,OPIOID_TREATMENT_ASSESSMENT_PROCEDURE,Opioid treatment assessment procedure,"Broad set of concepts that may represent a procedure to assess the risk of opioid abuse occurring by a patient",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/opioid-urine-drug-screening,2022.1.0,active,,OPIOID_URINE_DRUG_SCREENING,Opioid drug urine screening,"Individual tests and panels of tests of urine for opioids","ValueSet/all-urine-drug-screening-tests","LOINC"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/oxycodone-medications,2022.1.0,active,,OXYCODONE_MEDICATIONS,Oxycodone Medications,"All Oxycodone medications",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/oxycodone-urine-drug-screening-tests,2022.1.0,active,,OXYCODONE_URINE_DRUG_SCREENING_TESTS,Oxycodone urine drug screening tests,"Presumed general urine tests for oxycodone.",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/pain-management-procedure,2022.1.0,active,,PAIN_MANAGEMENT_PROCEDURE,Pain management procedure,"Procedure for subacute or chronic pain control management",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/pain-treatment-plan,2022.1.0,active,,PAIN_TREATMENT_PLAN,Pain treatment plan,"A Pain medicine Plan of care note",,"LOINC"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/pdmp-data-reviewed-finding,2022.1.0,active,,PDMP_DATA_REVIEWED_FINDING,PDMP data reviewed finding,"Finding indicating that the Prescription Drug Monitoring Program (PDMP) data was reviewed",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/pdmp-review-procedure,2022.1.0,active,,PDMP_REVIEW_PROCEDURE,PDMP review procedure,"Procedure for Prescription Drug Monitoring Program (PDMP) review",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/phencyclidine-urine-drug-screening-tests,2022.1.0,active,,PHENCYCLIDINE_URINE_DRUG_SCREENING_TESTS,Phencyclidine urine drug screening tests,"Urine tests for phencyclidine",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/sickle-cell-diseases,2022.1.0,active,,SICKLE_CELL_DISEASES,Sickle-cell diseases,"Sickle-cell disorders that cause painful crisis",,"hl7.terminology,SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/substance-misuse-behavioral-counseling,2022.1.0,active,,SUBSTANCE_MISUSE_BEHAVIORAL_COUNSELING,Substance misuse behavioral counseling,"Counseling and associated procedures for substance misuse",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/synthetic-opioid-medications,2022.1.0,active,,SYNTHETIC_OPIOID_MEDICATIONS,Synthetic opioid medications,"Opioid medications that are not exclusively and solely derived from the opium plant. These are synthetic or semisynthetic opioids.",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/synthetic-opioid-urine-drug-screening-tests,2022.1.0,active,,SYNTHETIC_OPIOID_URINE_DRUG_SCREENING_TESTS,Synthetic opioid urine drug screening tests,"Urine tests for synthetic and semi-synthetic (non-opiate) substances",,
http://fhir.org/guides/cdc/opioid-cds/ValueSet/therapies-indicating-end-of-life-care,2022.1.0,active,,THERAPIES_INDICATING_END_OF_LIFE_CARE,Therapies indicating end of life care,"Therapeutic activities indicating end of life. Include procedures or therapies specific to a terminal patient, exclude procedures or therapies performed on a deceased patient",,"SCT"
http://fhir.org/guides/cdc/opioid-cds/ValueSet/xylazine-urine-drug-screening-tests,2022.1.0,active,,XYLAZINE_URINE_DRUG_SCREENING_TESTS,Xylazine drug urine screening tests,"Individual tests and panels of tests of urine for xylazine",,"LOINC"
