"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"GENERIC_CONTENT_ITEM.item","GENERIC_CONTENT_ITEM.item","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/LOCATABLE {[]} {[]}
","Content object.","Content object.","","","","","","","","","",,,,,"",,,,"EXTRACT_CONTENT_ITEM.item",0,1,"",""
"GENERIC_CONTENT_ITEM.item-type","GENERIC_CONTENT_ITEM.item_type","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-CODED-TEXT {[]} {[]}
","Identifier of model or schema used to create the content.","Identifier of model or schema used to create the content.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.item_type",0,1,"",""
"GENERIC_CONTENT_ITEM.item-type-version","GENERIC_CONTENT_ITEM.item_type_version","","","",0,1,"","","","string {[]} {[]}
","Version of model or schema used to create the content item.","Version of model or schema used to create the content item.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.item_type_version",0,1,"",""
"GENERIC_CONTENT_ITEM.author","GENERIC_CONTENT_ITEM.author","","","",0,1,"","","","string {[]} {[]}
","Reference to a demographic entity elsewhere in this Extract representing the author of the item version.","Reference to a demographic entity elsewhere in this Extract representing the author of the item version. The reference should be a UID corresponding to the UID of a `GENERIC_CONTENT_ITEM` containing the demographic information.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.author",0,1,"",""
"GENERIC_CONTENT_ITEM.creation-time","GENERIC_CONTENT_ITEM.creation_time","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/Iso8601-date-time {[]} {[]}
","Time of creation of this item version on the original system.","Time of creation of this item version on the original system. This may be an earlier commit time, or it may be the time at which the item was created during the Extract generation process.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.creation_time",0,1,"",""
"GENERIC_CONTENT_ITEM.authoriser","GENERIC_CONTENT_ITEM.authoriser","","","",0,1,"","","","string {[]} {[]}
","Reference to a demographic entity elsewhere in this Extract representing an authoriser of the item version, if relevant.","Reference to a demographic entity elsewhere in this Extract representing an authoriser of the item version, if relevant. The reference should be a UID corresponding to the UID of a `GENERIC_CONTENT_ITEM` containing the demographic information.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.authoriser",0,1,"",""
"GENERIC_CONTENT_ITEM.authorisation-time","GENERIC_CONTENT_ITEM.authorisation_time","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/Iso8601-date-time {[]} {[]}
","Time of authorisation of this item version on the original system where relevant.","Time of authorisation of this item version on the original system where relevant.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.authorisation_time",0,1,"",""
"GENERIC_CONTENT_ITEM.item-status","GENERIC_CONTENT_ITEM.item_status","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-CODED-TEXT {[]} {[]}
","Coded lifecycle status of the item.","Coded lifecycle status of the item.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.item_status",0,1,"",""
"GENERIC_CONTENT_ITEM.version-id","GENERIC_CONTENT_ITEM.version_id","","","",0,1,"","","","string {[]} {[]}
","Version id of this item in original system.","Version id of this item in original system.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.version_id",0,1,"",""
"GENERIC_CONTENT_ITEM.version-set-id","GENERIC_CONTENT_ITEM.version_set_id","","","",0,1,"","","","string {[]} {[]}
","Version set id of this item in original system, where applicable.","Version set id of this item in original system, where applicable.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.version_set_id",0,1,"",""
"GENERIC_CONTENT_ITEM.system-id","GENERIC_CONTENT_ITEM.system_id","","","",0,1,"","","","string {[]} {[]}
","Identifier of EMR or other system from which the item was created / extracted.","Identifier of EMR or other system from which the item was created / extracted. Typically in the form of a domain name.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.system_id",0,1,"",""
"GENERIC_CONTENT_ITEM.other-details","GENERIC_CONTENT_ITEM.other_details","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/Hash {[]} {[]}
","Other details about the content item.","Other details about the content item.","","","","","","","","","",,,,,"",,,,"GENERIC_CONTENT_ITEM.other_details",0,1,"",""
