"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"VERSIONED_EHR_ACCESS","VERSIONED_EHR_ACCESS","","","",0,*,"","","","null {[]} {[]}
","Version container for `EHR_ACCESS` instance.","Version container for `EHR_ACCESS` instance.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","Version_count_valid:Version count valid must satisfy range constraints {version_count() >= 0}
All_version_ids_valid:All version ids valid {all_version_ids().count() = version_count()}All_versions_valid:All versions valid {all_versions().count() = version_count()}Latest_version_valid:Latest version valid must be present {version_count() > 0 implies latest_version().exists()}Uid_validity:Uid validity must not be empty {extension.empty()}","n/a"
"VERSIONED_EHR_ACCESS.uid","VERSIONED_EHR_ACCESS.uid","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/HIER-OBJECT-ID {[]} {[]}
","Unique identifier of this version container in the form of a UID with no extension.","Unique identifier of this version container in the form of a UID with no extension. This id will be the same in all instances of the same container in a distributed environment, meaning that it can be understood as the uid of the  virtual version tree.","","","","","","","","","",,,,,"",,,,"VERSIONED_OBJECT.uid",1,1,"",""
"VERSIONED_EHR_ACCESS.owner-id","VERSIONED_EHR_ACCESS.owner_id","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/OBJECT-REF {[]} {[]}
","Reference to object to which this version container belongs, e.","Reference to object to which this version container belongs, e.g. the id of the containing EHR or other relevant owning entity.","","","","","","","","","",,,,,"",,,,"VERSIONED_OBJECT.owner_id",1,1,"",""
"VERSIONED_EHR_ACCESS.time-created","VERSIONED_EHR_ACCESS.time_created","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-DATE-TIME {[]} {[]}
","Time of initial creation of this versioned object.","Time of initial creation of this versioned object.","","","","","","","","","",,,,,"",,,,"VERSIONED_OBJECT.time_created",1,1,"",""
