"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"FEEDER_AUDIT_DETAILS","FEEDER_AUDIT_DETAILS","","","",0,*,"","","","null {[]} {[]}
","Audit details for any system in a feeder system chain.","Audit details for any system in a feeder system chain. Audit details here means the general notion of who/where/when the information item to which the audit is attached was created. None of the attributes is defined as mandatory, however, in different scenarios, various combinations of attributes will usually be mandatory. This can be controlled by specifying feeder audit details in legacy archetypes. ","","","","","","","","","",,,,,"",,,,"Base",0,*,"","System_id_valid:System id valid must not be empty {system_id.empty().not()}
","n/a"
"FEEDER_AUDIT_DETAILS.system-id","FEEDER_AUDIT_DETAILS.system_id","","","",1,1,"","","","string {[]} {[]}
","Identifier of the system which handled the information item.","Identifier of the system which handled the information item. This is the IT system owned by the organisation legally responsible for handling the data, and at which the data were previously created or passed by an earlier system.","","","","","","","","","",,,,,"",,,,"FEEDER_AUDIT_DETAILS.system_id",1,1,"",""
"FEEDER_AUDIT_DETAILS.location","FEEDER_AUDIT_DETAILS.location","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-IDENTIFIED {[]} {[]}
","Identifier of the particular site/facility within an organisation which handled the item.","Identifier of the particular site/facility within an organisation which handled the item. For computability, this identifier needs to be e.g. a PKI identifier which can be included in the identifier list of the `PARTY_IDENTIFIED` object.","","","","","","","","","",,,,,"",,,,"FEEDER_AUDIT_DETAILS.location",0,1,"",""
"FEEDER_AUDIT_DETAILS.subject","FEEDER_AUDIT_DETAILS.subject","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-PROXY {[]} {[]}
","Identifiers for subject of the received information item.","Identifiers for subject of the received information item.","","","","","","","","","",,,,,"",,,,"FEEDER_AUDIT_DETAILS.subject",0,1,"",""
"FEEDER_AUDIT_DETAILS.provider","FEEDER_AUDIT_DETAILS.provider","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-IDENTIFIED {[]} {[]}
","Optional provider(s) who created, committed, forwarded or otherwise handled the item.","Optional provider(s) who created, committed, forwarded or otherwise handled the item.","","","","","","","","","",,,,,"",,,,"FEEDER_AUDIT_DETAILS.provider",0,1,"",""
"FEEDER_AUDIT_DETAILS.time","FEEDER_AUDIT_DETAILS.time","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-DATE-TIME {[]} {[]}
","Time of handling the item.","Time of handling the item. For an originating system, this will be time of creation, for an intermediate feeder system, this will be a time of accession or other time of handling, where available.","","","","","","","","","",,,,,"",,,,"FEEDER_AUDIT_DETAILS.time",0,1,"",""
"FEEDER_AUDIT_DETAILS.version-id","FEEDER_AUDIT_DETAILS.version_id","","","",0,1,"","","","string {[]} {[]}
","Any identifier used in the system such as  ""interim"" ,  ""final"" , or numeric versions if available.","Any identifier used in the system such as  ""interim"" ,  ""final"" , or numeric versions if available.","","","","","","","","","",,,,,"",,,,"FEEDER_AUDIT_DETAILS.version_id",0,1,"",""
"FEEDER_AUDIT_DETAILS.other-details","FEEDER_AUDIT_DETAILS.other_details","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/ITEM-STRUCTURE {[]} {[]}
","Optional attribute to carry any custom meta-data.","Optional attribute to carry any custom meta-data. May be archetyped.","","","","","","","","","",,,,,"",,,,"FEEDER_AUDIT_DETAILS.other_details",0,1,"",""
