"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EXTRACT_VERSION_SPEC","EXTRACT_VERSION_SPEC","","","",0,*,"","","","null {[]} {[]}
","Specification of what versions should be included in an Extract.","Specification of what versions should be included in an Extract. By default, only latest versions are included in the Extract, in which case this part of the Extract specification is not needed at all. The attributes `_include_all_versions_` and `_commit_time_interval_` are used to modify this; the former forces all versions to be included; the latter limits the versions to be those latest versions committed in the time interval, or if `_include_all_versions_` is `True`, all versions committed in the time interval.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","Includes_revision_history_valid:Includes revision history valid must satisfy conditional constraints {include_dat.not()a implies include_revision_history}
","n/a"
"EXTRACT_VERSION_SPEC.include-all-versions","EXTRACT_VERSION_SPEC.include_all_versions","","","",1,1,"","","","boolean {[]} {[]}
","True if all versions of each item in the Extract are included.","True if all versions of each item in the Extract are included.","","","","","","","","","",,,,,"",,,,"EXTRACT_VERSION_SPEC.include_all_versions",1,1,"",""
"EXTRACT_VERSION_SPEC.commit-time-interval","EXTRACT_VERSION_SPEC.commit_time_interval","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-INTERVAL {[]} {[]}
","Specifies commit time interval of items to source repository to include in Extract.","Specifies commit time interval of items to source repository to include in Extract. By default, only latest versions whose commit times fall in the range are included. If include_all_versions is True, then the range includes all versions committed within the interval.","","","","","","","","","",,,,,"",,,,"EXTRACT_VERSION_SPEC.commit_time_interval",0,1,"",""
"EXTRACT_VERSION_SPEC.include-revision-history","EXTRACT_VERSION_SPEC.include_revision_history","","","",1,1,"","","","boolean {[]} {[]}
","True if revision histories of the items in the Extract are included.","True if revision histories of the items in the Extract are included. If included, it is always the full revision history.","","","","","","","","","",,,,,"",,,,"EXTRACT_VERSION_SPEC.include_revision_history",1,1,"",""
"EXTRACT_VERSION_SPEC.include-data","EXTRACT_VERSION_SPEC.include_data","","","",1,1,"","","","boolean {[]} {[]}
","`True` if the data of items matched by the content spec should be included.","`True` if the data of items matched by the content spec should be included. This is the default. If `False`, only revision history is included in serialised versions. Turning this option on in openEHR systems causes `X_VERSIONED_OBJECTs` to have `_revision_history_` set, but versions Void. Useful for interrogating a server without having to look at any content data. In other systems it may or may not have a sensible meaning.","","","","","","","","","",,,,,"",,,,"EXTRACT_VERSION_SPEC.include_data",1,1,"",""
