"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EXTRACT_SPEC","EXTRACT_SPEC","","","",0,*,"","","","null {[]} {[]}
","Specification of an Extract's contents.","Specification of an Extract's contents. Subtypes can be used to add details specific to the type of Extract. The specification consists of attributes specifying the directory, and two further groups of attributes in their own classes, namely a version specfication (which versions of information items are to be included) and a manifest (which entities are to be included in the extract).

Use: Used in a request to specify an Extract, as well as to describe what is contained in an Extract.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EXTRACT_SPEC.version-spec","EXTRACT_SPEC.version_spec","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/EXTRACT-VERSION-SPEC {[]} {[]}
","Specification of which versions of information items to include in the Extract.","Specification of which versions of information items to include in the Extract. If Void, the default is latest versions only (which is reasonable for non-versioning systems as well).","","","","","","","","","",,,,,"",,,,"EXTRACT_SPEC.version_spec",0,1,"",""
"EXTRACT_SPEC.manifest","EXTRACT_SPEC.manifest","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/EXTRACT-MANIFEST {[]} {[]}
","Specification of entities (e.","Specification of entities (e.g. records) to include in the Extract.","","","","","","","","","",,,,,"",,,,"EXTRACT_SPEC.manifest",1,1,"",""
"EXTRACT_SPEC.extract-type","EXTRACT_SPEC.extract_type","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-CODED-TEXT {[]} {[]}
","Coded term indicating the type of content required, e.","Coded term indicating the type of content required, e.g.

* `|openehr-ehr|`
* `|openehr-demographic|`
* `|generic-emr|`
* `|other|`

Coded by openEHR Terminology group `'extract content type'`.","","","","","","","","","",,,,,"",,,,"EXTRACT_SPEC.extract_type",1,1,"",""
"EXTRACT_SPEC.include-multimedia","EXTRACT_SPEC.include_multimedia","","","",1,1,"","","","boolean {[]} {[]}
","Indicates whether in-line instances of `DV_MULTIMEDIA` in the source data are included or not.","Indicates whether in-line instances of `DV_MULTIMEDIA` in the source data are included or not.","","","","","","","","","",,,,,"",,,,"EXTRACT_SPEC.include_multimedia",1,1,"",""
"EXTRACT_SPEC.priority","EXTRACT_SPEC.priority","","","",1,1,"","","","integer {[]} {[]}
","Requested priority of this request to be handled by server.","Requested priority of this request to be handled by server. Priority schemes are likely to be local, and use values agreed by both ends.

TBD: alternative is standard coded terms","","","","","","","","","",,,,,"",,,,"EXTRACT_SPEC.priority",1,1,"",""
"EXTRACT_SPEC.link-depth","EXTRACT_SPEC.link_depth","","","",1,1,"","","","integer {[]} {[]}
","Degree of links to follow emanating from content items specified for inclusion.","Degree of links to follow emanating from content items specified for inclusion. The kind of links to follow is dependent on the type of Extract.

All items at the target end of followed links at the given depth are also included in the extract; `EXTRACT_CONTENT_ITEM._is_primary_` is used to differentiate.

* 0 = don't follow;
* 1 = follow first degree links;
* 2 = follow 2nd degree links;
* ....
* n = follow nth degree links","","","","","","","","","",,,,,"",,,,"EXTRACT_SPEC.link_depth",1,1,"",""
"EXTRACT_SPEC.criteria","EXTRACT_SPEC.criteria","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/DV-PARSABLE {[]} {[]}
","Queries specifying the contents of this Extract.","Queries specifying the contents of this Extract.","","","","","","","","","",,,,,"",,,,"EXTRACT_SPEC.criteria",0,*,"",""
"EXTRACT_SPEC.other-details","EXTRACT_SPEC.other_details","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/ITEM-STRUCTURE {[]} {[]}
","Other specification items.","Other specification items. Archetypable.","","","","","","","","","",,,,,"",,,,"EXTRACT_SPEC.other_details",0,1,"",""
