"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"TERMINOLOGY_ACCESS","TERMINOLOGY_ACCESS","","","",0,*,"","","","","Defines an object providing proxy access to a terminology.","Defines an object providing proxy access to a terminology. ","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
