"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"OPENEHR_DEFINITIONS","OPENEHR_DEFINITIONS","","","",0,*,"","","","null {[]} {[]}
","Inheritance class to provide access to constants defined in other packages","Inheritance class to provide access to constants defined in other packages.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"OPENEHR_DEFINITIONS.CR","OPENEHR_DEFINITIONS.CR","","","",1,1,"","","","string {[]} {[]}
","Carriage return character.","Carriage return character.","","","","","","","","","",,,,,"",,,,"BASIC_DEFINITIONS.CR",1,1,"",""
"OPENEHR_DEFINITIONS.LF","OPENEHR_DEFINITIONS.LF","","","",1,1,"","","","string {[]} {[]}
","Line feed character.","Line feed character.","","","","","","","","","",,,,,"",,,,"BASIC_DEFINITIONS.LF",1,1,"",""
"OPENEHR_DEFINITIONS.Local-terminology-id","OPENEHR_DEFINITIONS.Local_terminology_id","","","",1,1,"","","","string {[]} {[]}
","Predefined terminology identifier","Predefined terminology identifier to indicate it is local to the knowledge resource in which it occurs, e.g. an archetype","","","","","","","","","",,,,,"",,,,"OPENEHR_DEFINITIONS.Local_terminology_id",1,1,"",""
