"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"UID_BASED_ID","UID_BASED_ID","","","",0,*,"","","","null {[]} {[]}
","Abstract model of UID-based identifiers consisting of a root part and an optional extension; lexical form: root '::' extension","Abstract model of UID-based identifiers consisting of a root part and an optional extension; lexical form: root '::' extension.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"UID_BASED_ID.value","UID_BASED_ID.value","","","",1,1,"","","","string {[]} {[]}
","The value of the id","The value of the id.","","","","","","","","","",,,,,"",,,,"UID.value",1,1,"",""
