"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"OPENEHR_TERMINOLOGY_GROUP_IDENTIFIERS","OPENEHR_TERMINOLOGY_GROUP_IDENTIFIERS","","","",0,*,"","","","","List of identifiers for groups in the openEHR terminology.","List of identifiers for groups in the openEHR terminology. ","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
