"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EXTRACT_MANIFEST","EXTRACT_MANIFEST","","","",0,*,"","","","null {[]} {[]}
","Specification of the candidate entities and optionally top-level items (e.","Specification of the candidate entities and optionally top-level items (e.g. Compositions) to be included in the Extract.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EXTRACT_MANIFEST.entities","EXTRACT_MANIFEST.entities","","","",1,*,"","","","http://openehr.org/fhir/StructureDefinition/EXTRACT-ENTITY-MANIFEST {[]} {[]}
","List of entity manifests uids of items included in the Extract; for openEHR data, these are uids identifying the version containers.","List of entity manifests uids of items included in the Extract; for openEHR data, these are uids identifying the version containers.","","","","","","","","","",,,,,"",,,,"EXTRACT_MANIFEST.entities",1,*,"",""
