"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EXTERNAL_ENVIRONMENT_ACCESS","EXTERNAL_ENVIRONMENT_ACCESS","","","",0,*,"","","","","A mixin class providing access to services in the external environment.","A mixin class providing access to services in the external environment.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
