"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"PARTY_PROXY","PARTY_PROXY","","","",0,*,"","","","null {[]} {[]}
","Abstract concept of a proxy description of a party, including an optional link to data for this party in a demographic or other identity management system.","Abstract concept of a proxy description of a party, including an optional link to data for this party in a demographic or other identity management system. Sub- typed into `PARTY_IDENTIFIED` and `PARTY_SELF`. ","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"PARTY_PROXY.external-ref","PARTY_PROXY.external_ref","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-REF {[]} {[]}
","Optional reference to more detailed demographic or identification information for this party, in an external system.","Optional reference to more detailed demographic or identification information for this party, in an external system.","","","","","","","","","",,,,,"",,,,"PARTY_PROXY.external_ref",0,1,"",""
